TRAIT	FILE	ID	CHR	P0	P1	BLOCK	Z	P	RESID.Z	PIP	IN.CRED.SET
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.MS4A6A.wgt.RDat	MS4A6A	11	59900000	59900000	11:58780549..62223771	-0.3803	0.704	-1.2864372942591	0.000303896773788668	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cerebellar_Hemisphere/GTEx.Brain_Cerebellar_Hemisphere.ENSG00000166889.13.PATL1.wgt.RDat	PATL1	11	59400000	59400000	11:58780549..62223771	-0.4687	0.639	-1.24668405623922	0.000362284867838264	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Nerve_Tibial/GTEx.Nerve_Tibial.ENSG00000167985.2.SDHAF2.wgt.RDat	SDHAF2	11	61200000	61200000	11:58780549..62223771	0.402243	0.688	1.59807846392398	0.000371064804353633	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Colon_Transverse/GTEx.Colon_Transverse.ENSG00000110107.4.PRPF19.wgt.RDat	PRPF19	11	60700000	60700000	11:58780549..62223771	-1.2518	0.211	-0.850770662617787	0.000377502377477625	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Spleen/GTEx.Spleen.ENSG00000204950.2.LRRC10B.wgt.RDat	LRRC10B	11	61300000	61300000	11:58780549..62223771	-0.3558	0.722	-0.283352434036653	0.000395052227025156	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.RAB3IL1.wgt.RDat	RAB3IL1	11	61700000	61700000	11:58780549..62223771	0.80448	0.421	0.835317177417907	0.000466584041944185	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.FADS3.wgt.RDat	FADS3	11	61600000	61600000	11:58780549..62223771	1.37068	0.17	2.16118267727849	0.000468319378276651	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000187049.5.TMEM216.wgt.RDat	TMEM216	11	61200000	61200000	11:58780549..62223771	-0.5485	0.583	0.891376950214635	0.000489740223850895	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MS4A4A.wgt.RDat	MS4A4A	11	6e+07	6e+07	11:58780549..62223771	-1.54039	0.123	-2.08796611112324	0.000574441388136892	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.CD5.wgt.RDat	CD5	11	60900000	60900000	11:58780549..62223771	-0.18173	0.856	0.751474266066396	0.000675453084563649	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.MPEG1.wgt.RDat	MPEG1	11	5.9e+07	5.9e+07	11:58780549..62223771	-0.10161	0.919	1.55629341580134	0.000679300440485974	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.FTH1.wgt.RDat	FTH1	11	61700000	61700000	11:58780549..62223771	-2.53062	0.0114	-3.52379395795425	0.000904297061494465	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.TCN1.wgt.RDat	TCN1	11	59600000	59600000	11:58780549..62223771	-0.56124	0.575	-1.5843347405191	0.00119766322627659	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.MS4A1.wgt.RDat	MS4A1	11	60200000	60200000	11:58780549..62223771	-1.23086	0.218	-1.2169503408354	0.00196602734518102	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.C11orf10.wgt.RDat	C11orf10	11	61600000	61600000	11:58780549..62223771	-8.94665	3.66e-19	-7.00226008030124	0.00244316625571749	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TMEM258.wgt.RDat	TMEM258	11	61500000	61500000	11:58780549..62223771	-7.8298	4.89e-15	-6.66240498879909	0.00287448305850049	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Pituitary/GTEx.Pituitary.ENSG00000255139.1.AP000442.1.wgt.RDat	AP000442.1	11	59400000	59400000	11:58780549..62223771	-0.403	0.686973	2.02185009392758	0.00474495737897277	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.FAM111A.wgt.RDat	FAM111A	11	58900000	58900000	11:58780549..62223771	0.47921	0.632	2.39481721161104	0.00506760270988842	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MS4A14.wgt.RDat	MS4A14	11	60100000	60100000	11:58780549..62223771	-0.90036	0.368	-2.47819255464545	0.0157464526543734	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.DTX4.wgt.RDat	DTX4	11	58900000	58900000	11:58780549..62223771	-0.08969	0.929	-3.02426881706132	0.0202461478994511	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000166900.10.STX3.wgt.RDat	STX3	11	59500000	59500000	11:58780549..62223771	0.4571	0.648	-3.30214221780001	0.230306066721664	TRUE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.FADS1.wgt.RDat	FADS1	11	61600000	61600000	11:58780549..62223771	9.65112	4.86e-22	7.73010731037855	0.284272048282845	TRUE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.FEN1.wgt.RDat	FEN1	11	61600000	61600000	11:58780549..62223771	-9.7832	1.33e-22	-7.85780029368671	0.714042716711443	TRUE
HDL	INTERCEPT	INTERCEPT.11:116383348..117747110	11	0	0	11:116383348..117747110	1.83338121455863	0.0667458992628385	0	0	FALSE
HDL	NULL	NULL.11:116383348..117747110	11	0	0	11:116383348..117747110	0	1	0	3.63794821934284e-12	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.DSCAML1.wgt.RDat	DSCAML1	11	1.17e+08	1.17e+08	11:116383348..117747110	-0.23977	0.811	-0.118915286880377	0.000139626435141221	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PAFAH1B2.wgt.RDat	PAFAH1B2	11	1.17e+08	1.17e+08	11:116383348..117747110	-3.80632	0.000141	-1.31740928328624	0.000150940120654642	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PCSK7.wgt.RDat	PCSK7	11	1.17e+08	1.17e+08	11:116383348..117747110	2.80721	0.005	0.757066329306459	0.000176177878314005	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.CEP164.wgt.RDat	CEP164	11	1.17e+08	1.17e+08	11:116383348..117747110	1.93867	0.0525	2.33671611814102	0.000376579354616347	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Heart_Left_Ventricle/GTEx.Heart_Left_Ventricle.ENSG00000118137.5.APOA1.wgt.RDat	APOA1	11	1.17e+08	1.17e+08	11:116383348..117747110	1.209	0.227	-0.631088008918773	0.0006696035531808	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000167257.6.RNF214.wgt.RDat	RNF214	11	1.17e+08	1.17e+08	11:116383348..117747110	-2.6477	0.0081	-0.853083695760043	0.000741445514629732	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000186318.12.BACE1.wgt.RDat	BACE1	11	1.17e+08	1.17e+08	11:116383348..117747110	2.896	0.00378	1.94160939705501	0.00398537186535657	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.SIK3.wgt.RDat	SIK3	11	1.17e+08	1.17e+08	11:116383348..117747110	1.72271	0.0849	3.8782491002188	0.00409922500205792	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TAGLN.wgt.RDat	TAGLN	11	1.17e+08	1.17e+08	11:116383348..117747110	-3.8585	0.000114	-1.27257689518981	0.0140251540284618	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SIDT2.wgt.RDat	SIDT2	11	1.17e+08	1.17e+08	11:116383348..117747110	-5.56593	2.61e-08	-2.97388805956084	0.0621848756737963	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000235910.1.AP006216.12.wgt.RDat	AP006216.12	11	1.17e+08	1.17e+08	11:116383348..117747110	-6.1273	8.94e-10	-5.36845755482162	0.946216371680779	TRUE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.ZNF259.wgt.RDat	ZNF259	11	1.17e+08	1.17e+08	11:116383348..117747110	6.23311	4.57e-10	7.86673954763828	0.999999999402529	TRUE
HDL	INTERCEPT	INTERCEPT.12:18087873..20863943	12	0	0	12:18087873..20863943	-0.215823858556315	0.829125050129995	0	0	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.PIK3C2G.wgt.RDat	PIK3C2G	12	18400000	18400000	12:18087873..20863943	-0.27725	0.782	0.208816291615983	0.000220470910610269	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.SLCO1C1.wgt.RDat	SLCO1C1	12	20800000	20800000	12:18087873..20863943	-1.77805	0.0754	-1.05936910158238	0.000373905401044942	FALSE
HDL	NULL	NULL.12:18087873..20863943	12	0	0	12:18087873..20863943	0	1	0	0.00162037066858467	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Muscle_Skeletal/GTEx.Muscle_Skeletal.ENSG00000172572.6.PDE3A.wgt.RDat	PDE3A	12	20500000	20500000	12:18087873..20863943	-5.5171	3.45e-08	-5.63421477178518	0.998378939605503	TRUE
HDL	INTERCEPT	INTERCEPT.12:109025901..110336719	12	0	0	12:109025901..110336719	1.79283755297433	0.0729989028960775	0	0	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.C12orf76.wgt.RDat	C12orf76	12	1.1e+08	1.1e+08	12:109025901..110336719	-2.0705	0.0384	0.170164139884047	0.00023226939792016	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000139438.5.FAM222A.wgt.RDat	FAM222A	12	1.1e+08	1.1e+08	12:109025901..110336719	-0.43399	0.664	-0.854803352463806	0.000236369786503271	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.UBE3B.wgt.RDat	UBE3B	12	1.1e+08	1.1e+08	12:109025901..110336719	0.17756	0.859	0.492241218138552	0.00024790930491063	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000110921.7.MVK.wgt.RDat	MVK	12	1.1e+08	1.1e+08	12:109025901..110336719	-1.15594	0.248	0.119047790157542	0.000280156397603311	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GLTP.wgt.RDat	GLTP	12	1.1e+08	1.1e+08	12:109025901..110336719	-1.10983	0.267	-1.33117283850103	0.000339311212104281	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TRPV4.wgt.RDat	TRPV4	12	1.1e+08	1.1e+08	12:109025901..110336719	-0.90377	0.366	-1.51526335930563	0.000476733581745749	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000076555.11.ACACB.wgt.RDat	ACACB	12	1.1e+08	1.1e+08	12:109025901..110336719	-1.33555	0.182	-1.51765316180809	0.000628889806145436	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.ANKRD13A.wgt.RDat	ANKRD13A	12	1.1e+08	1.1e+08	12:109025901..110336719	0.38796	0.698	2.00603060726548	0.000889631399767467	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.GIT2.wgt.RDat	GIT2	12	1.1e+08	1.1e+08	12:109025901..110336719	-0.51492	0.607	-2.1926630487511	0.00203580141209806	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Breast_Mammary_Tissue/GTEx.Breast_Mammary_Tissue.ENSG00000189046.6.ALKBH2.wgt.RDat	ALKBH2	12	1.1e+08	1.1e+08	12:109025901..110336719	2.146	0.03187	3.3798083834693	0.00232033120991673	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.TCHP.wgt.RDat	TCHP	12	1.1e+08	1.1e+08	12:109025901..110336719	-1.60485	0.109	-3.14019960025954	0.00264407803363913	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000139428.7.MMAB.wgt.RDat	MMAB	12	1.1e+08	1.1e+08	12:109025901..110336719	-5.3868	7.17e-08	-3.78967311018215	0.00500397474893204	FALSE
HDL	NULL	NULL.12:109025901..110336719	12	0	0	12:109025901..110336719	0	1	0	0.0305314455201296	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Not_Sun_Exposed_Suprapubic/GTEx.Skin_Not_Sun_Exposed_Suprapubic.ENSG00000076248.6.UNG.wgt.RDat	UNG	12	1.1e+08	1.1e+08	12:109025901..110336719	-6.27008	3.61e-10	-4.31864362946347	0.0390308993264033	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000110906.8.KCTD10.wgt.RDat	KCTD10	12	1.1e+08	1.1e+08	12:109025901..110336719	-5.817	5.99e-09	-5.02469693465725	0.926273622104885	TRUE
HDL	INTERCEPT	INTERCEPT.15:58441366..59694116	15	0	0	15:58441366..59694116	-0.744688276188871	0.456460188184464	0	0	FALSE
HDL	NULL	NULL.15:58441366..59694116	15	0	0	15:58441366..59694116	0	1	0	1.40021813436066e-09	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000259250.1.RP11-50C13.1.wgt.RDat	RP11-50C13.1	15	58900000	58900000	15:58441366..59694116	1.4712	0.141	0.96505670589676	0.000166411815284032	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ADAM10.wgt.RDat	ADAM10	15	58900000	58900000	15:58441366..59694116	-1.72659	0.0842	-0.771808067896994	0.000167924449523492	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000245975.2.RP11-30K9.6.wgt.RDat	RP11-30K9.6	15	59100000	59100000	15:58441366..59694116	-0.05199	0.959	0.299620564717327	0.000198351401544637	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Tibial/GTEx.Artery_Tibial.ENSG00000157483.4.MYO1E.wgt.RDat	MYO1E	15	59400000	59400000	15:58441366..59694116	-1.34808	0.178	-0.303485052854266	0.000393288252291291	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Stomach/GTEx.Stomach.ENSG00000137776.12.SLTM.wgt.RDat	SLTM	15	59200000	59200000	15:58441366..59694116	-1.59421	0.110888	-0.446574056772998	0.000400501478668821	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.FAM63B.wgt.RDat	FAM63B	15	59100000	59100000	15:58441366..59694116	-0.7287	0.466	0.448158800031501	0.000544144086436606	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.RNF111.wgt.RDat	RNF111	15	59300000	59300000	15:58441366..59694116	-1.92697	0.054	-1.70397811365324	0.00063322524863689	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.LIPC.wgt.RDat	LIPC	15	58700000	58700000	15:58441366..59694116	7.5448	4.53e-14	7.77653466809958	0.999999998597321	TRUE
HDL	INTERCEPT	INTERCEPT.15:63215222..65104668	15	0	0	15:63215222..65104668	-1.12606926710279	0.260136201322334	0	0	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.ZNF609.wgt.RDat	ZNF609	15	64800000	64800000	15:63215222..65104668	-0.10681	0.915	-0.569101135024039	0.000238550553858113	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000185088.8.RPS27L.wgt.RDat	RPS27L	15	63400000	63400000	15:63215222..65104668	0.2315	0.817	-0.197269172528153	0.000238902689719045	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000138613.9.APH1B.wgt.RDat	APH1B	15	63600000	63600000	15:63215222..65104668	2.65318	0.00797	2.0105372913786	0.000239342202587176	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PIF1.wgt.RDat	PIF1	15	65100000	65100000	15:63215222..65104668	-0.40856	0.683	-0.737094805781763	0.000250016489243186	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.USP3.wgt.RDat	USP3	15	63800000	63800000	15:63215222..65104668	-1.293	0.196	-1.51196874295532	0.000282352068405886	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000180304.10.OAZ2.wgt.RDat	OAZ2	15	6.5e+07	6.5e+07	15:63215222..65104668	-0.3404	0.734	-0.351606964018164	0.000291251010356499	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Aorta/GTEx.Artery_Aorta.ENSG00000035664.7.DAPK2.wgt.RDat	DAPK2	15	64200000	64200000	15:63215222..65104668	-0.64878	0.516	-0.31282456594027	0.000293474752171641	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.CA12.wgt.RDat	CA12	15	63600000	63600000	15:63215222..65104668	0.43489	0.664	-0.350944354136584	0.000301024582261132	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.LACTB.wgt.RDat	LACTB	15	63400000	63400000	15:63215222..65104668	3.31793	0.000907	2.69420042506969	0.000338038215264008	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Spleen/GTEx.Spleen.ENSG00000166797.6.FAM96A.wgt.RDat	FAM96A	15	64400000	64400000	15:63215222..65104668	-0.9088	0.363477	-1.19388206980805	0.000351993359732711	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000166128.8.RAB8B.wgt.RDat	RAB8B	15	63500000	63500000	15:63215222..65104668	-2.0236	0.043	-1.63619809454444	0.000372459055879107	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000259248.1.USP3-AS1.wgt.RDat	USP3-AS1	15	63800000	63800000	15:63215222..65104668	1.5247	0.127	1.10766530677623	0.000405624908055399	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.HERC1.wgt.RDat	HERC1	15	63900000	63900000	15:63215222..65104668	-1.63153	0.103	-1.16893506637079	0.000412434964620278	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SNX1.wgt.RDat	SNX1	15	64400000	64400000	15:63215222..65104668	0.76717	0.443	1.68833998045974	0.000568623589707765	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.RBPMS2.wgt.RDat	RBPMS2	15	6.5e+07	6.5e+07	15:63215222..65104668	0.7692	0.442	1.59046625167191	0.000611251995765604	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TRIP4.wgt.RDat	TRIP4	15	64700000	64700000	15:63215222..65104668	0.81933	0.413	1.70942249154931	0.000626426954568133	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Muscle_Skeletal/GTEx.Muscle_Skeletal.ENSG00000197361.5.FBXL22.wgt.RDat	FBXL22	15	63900000	63900000	15:63215222..65104668	1.8925	0.0584	1.28928052295452	0.000631156870728248	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000169118.11.CSNK1G1.wgt.RDat	CSNK1G1	15	64500000	64500000	15:63215222..65104668	1.027	0.304	1.95636126283327	0.000854551985878856	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000259627.1.RP11-244F12.2.wgt.RDat	RP11-244F12.2	15	63400000	63400000	15:63215222..65104668	-4.3579	1.31e-05	-4.02697167724376	0.00191167425486576	FALSE
HDL	NULL	NULL.15:63215222..65104668	15	0	0	15:63215222..65104668	0	1	0	0.00419852699157972	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TPM1.wgt.RDat	TPM1	15	63300000	63300000	15:63215222..65104668	-4.41318	1.02e-05	-4.40742273271506	0.0079843049660013	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000259498.1.RP11-244F12.3.wgt.RDat	RP11-244F12.3	15	63300000	63300000	15:63215222..65104668	-5.6163	1.95e-08	-5.45266246456253	0.986535802860553	TRUE
HDL	INTERCEPT	INTERCEPT.16:55903774..57664330	16	0	0	16:55903774..57664330	0.0808874280626367	0.935531478155091	0	0	FALSE
HDL	NULL	NULL.16:55903774..57664330	16	0	0	16:55903774..57664330	0	1	0	1.12524438864394e-39	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RSPRY1.wgt.RDat	RSPRY1	16	57220049	57220049	16:55903774..57664330	0.53293	0.594	0.437842268350049	2.9237590460191e-05	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.AMFR.wgt.RDat	AMFR	16	56395364	56395364	16:55903774..57664330	-1.43819	0.15	-1.37144942473181	3.01295619859189e-05	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Aorta/GTEx.Artery_Aorta.ENSG00000087258.9.GNAO1.wgt.RDat	GNAO1	16	56225302	56225302	16:55903774..57664330	0.772	0.44	0.833663487529752	3.06876628330504e-05	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.OGFOD1.wgt.RDat	OGFOD1	16	56485402	56485402	16:55903774..57664330	1.8679	0.0618	1.89175200735765	3.19891651557702e-05	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.MT2A.wgt.RDat	MT2A	16	56641940	56641940	16:55903774..57664330	0.52983	0.596	0.548234820778461	3.22800956441739e-05	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Whole_Blood/GTEx.Whole_Blood.ENSG00000140848.12.CPNE2.wgt.RDat	CPNE2	16	57126449	57126449	16:55903774..57664330	-1.08759	0.277	-1.05606303998735	3.36165760359862e-05	FALSE
HDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000005194.10.CIAPIN1.wgt.RDat	CIAPIN1	16	57462081	57462081	16:55903774..57664330	0.15181	0.879	0.210213408943963	3.38781267588948e-05	FALSE
